CVEGEO,ndvi_2026,ndvi_2020,ndbi_2026,delta_ndvi
0900300010323,0.20559173867493288,0.19961865192916012,-0.00034243002191182393,0.0059730867457727654
0900300010342,0.21312155669517543,0.21586722721202442,-0.007984278000676501,-0.002745670516848986
0900300011232,0.2085237089835426,0.20570294173335846,0.004730982963237395,0.002820767250184153
0900300010056,0.27144227711056185,0.26912705313315366,-0.025834219998579537,0.0023152239774081873
0900300010272,0.2475348042441723,0.25302939883551695,-0.012291585395239583,-0.005494594591344659
0900300010770,0.3405403542850479,0.361747628568434,0.012326391945086676,-0.02120727428338609
0900300011637,0.2246009263619916,0.23515344528450965,0.00436706341961579,-0.010552518922518045
0901000011472,0.24981557386157138,0.2507015518987196,0.023942332252115398,-0.0008859780371482384
090120001038A,0.3120394517457595,0.31325133533136224,-0.03098417097250364,-0.0012118835856027577
0901700010827,0.253527788684552,0.23986990927222987,0.027876916288615924,0.013657879412322133
0901600011264,0.3481206489056048,0.34991678054686953,-0.044331065884287396,-0.0017961316412647421
0901300010461,0.26972243318692063,0.27024487805495856,0.005390779148931418,-0.0005224448680379301
0901300011027,0.21920112426897062,0.22458096133982472,0.015917236429354026,-0.005379837070854099
0901300010372,0.26659606498523897,0.26599881176372736,0.016185378051593334,0.0005972532215116066
0901500011229,0.24031881108237502,0.24247077343048584,-0.020824323759387513,-0.002151962348110825
0900300010605,0.2615089856580926,0.2585493560671302,-0.01899778011708381,0.0029596295909624093
0900700015361,0.27941711327356294,0.2902597886491,-0.00021182840876208362,-0.01084267537553707
0901000011307,0.29552703391224894,0.3011441827353394,-0.037254797026547035,-0.005617148823090445
0901000011542,0.22777996265068312,0.23054189016125926,-0.005441812019054482,-0.0027619275105761343
0901000011190,0.2929449687591625,0.28397886628814356,-0.03778607237138726,0.008966102471018922
0901000011294,0.3167344508312006,0.32274738681034265,-0.0402407795305015,-0.006012935979142042
0901000011260,0.2680422894286895,0.2688716156834471,-0.026162083622132636,-0.0008293262547575675
0901000012061,0.3526740974615376,0.3763868021854619,-0.036582982128890794,-0.023712704723924283
0901000011379,0.2783080319561133,0.2646377681587112,-0.036243096723211306,0.013670263797402105
0901200011000,0.23086122914018609,0.20759193760412883,-0.03192232562466377,0.02326929153605725
0901200010430,0.23855975607505775,0.22397607154815977,-0.004656871146525321,0.014583684526897983
0901200010407,0.28419422768013336,0.295728414345441,-0.0365202375580964,-0.011534186665307644
0901200010426,0.2485356539032468,0.2448440345179312,-0.034573248825813384,0.003691619385315592
0901200011123,0.21855648123807905,0.2179267177522917,0.010416901087349504,0.0006297634857873602
0901700010600,0.25222285661836524,0.23789610325973928,-0.032810989034112635,0.01432675335862596
0901700010935,0.21642553825053126,0.2240400102379081,-0.013235007774151764,-0.007614471987376831
0901700011168,0.19435203434319567,0.17982887942589443,-0.010278567696777334,0.014523154917301245
0901100011376,0.35462115636319375,0.2964660022037752,-0.03859559047356026,0.05815515415941852
0900500012790,0.22013690385257526,0.20093894467890513,-0.004439854905422083,0.01919795917367012
0900500013197,0.24747120091614092,0.23724672832447005,-0.0019851077724608555,0.010224472591670863
0900500012165,0.28504555654910124,0.2838266516007101,0.009418467154443064,0.001218904948391164
0901600010637,0.23037494439154182,0.22992299087650653,-0.01780955461024574,0.0004519535150352971
0901300010014,0.2643368748869288,0.2483105358860626,-0.010381549111355517,0.016026339000866197
0901300010067,0.2914647738469449,0.27944020936023567,-0.009375427981494688,0.012024564486709244
0900800010283,0.21792237946165055,0.2089145432183604,-0.00796452643084405,0.009007836243290157
0901500011515,0.21094500364300214,0.17720303977544985,-0.01018033298206894,0.033741963867552294
0900300010906,0.29232849431290503,0.29236434710401865,-0.050807119719037536,-3.585279111362194e-05
0900300011124,0.19329395185581005,0.20492322462616533,0.003030901184912561,-0.011629272770355276
090030001129A,0.21451532483117822,0.21329376588606494,-0.006262355420851668,0.001221558945113277
0900300010287,0.25845655161618236,0.2657891870625427,-0.009716529994582234,-0.007332635446360314
0900300010427,0.3016680346782278,0.322860762345275,-0.03974312899654535,-0.021192727667047218
0900300010431,0.2052943181081399,0.21416645450385063,0.0057903802105731365,-0.008872136395710745
0900300010450,0.2303853646814309,0.22118303676387954,-0.00949491447209147,0.00920232791755135
0900300011247,0.2084017332291141,0.2090863056590031,-0.007958977992159454,-0.0006845724298890077
0900300011270,0.2300849087033251,0.23947945019722525,-0.00038330462780416884,-0.00939454149390015
0900300011285,0.22996625721233693,0.21654643860086115,-0.006273838728153427,0.013419818611475787
0900700015107,0.1377385791656194,0.21741195204158192,0.02838152940889097,-0.07967337287596252
0900700014965,0.22691312177128994,0.24288157281558576,0.009328030166100239,-0.01596845104429581
0900600010151,0.22592998849153648,0.2781614215232472,0.020611819379823808,-0.05223143303171071
0901700010136,0.2954789857484399,0.2946542035364123,-0.009146615056725697,0.0008247822120275861
0901700010598,0.19111626902853068,0.19358856501430274,-0.0028936033083322944,-0.0024722959857720606
0900500010718,0.3101675022446895,0.3246448256253586,-0.0031920094286592413,-0.01447732338066915
0900500011928,0.23862864511424817,0.27627393948903595,0.03379792451156082,-0.03764529437478778
